-7.62,-1.97,5.76,9.75,FALL!
-7.63,-1.94,5.68,9.70,FALL!
-7.05,-2.24,5.59,9.27,FALL!
-6.87,-2.42,5.53,9.15,FALL!
-7.17,-2.48,5.75,9.52,FALL!
-8.09,-2.32,5.67,10.15,FALL!
-8.64,-2.31,5.65,10.58,FALL!
-8.27,-2.37,5.83,10.39,FALL!
-7.58,-2.26,6.04,9.96,FALL!
-7.11,-2.19,6.36,9.79,FALL!
-7.47,-2.26,6.15,9.93,FALL!
-7.61,-2.62,5.64,9.83,FALL!
-7.41,-2.63,5.15,9.40,FALL!
-6.77,-2.05,5.52,8.97,FALL!
-6.60,-1.39,6.15,9.13,FALL!
-7.15,-1.36,6.34,9.65,FALL!
-8.14,-1.90,5.90,10.23,FALL!
-8.20,-2.66,5.77,10.37,FALL!
-7.80,-2.88,6.02,10.26,FALL!
-7.61,-2.66,6.36,10.27,FALL!
-7.95,-2.30,6.37,10.44,FALL!
-8.05,-2.30,6.07,10.34,FALL!
-7.96,-2.36,5.52,9.97,FALL!
-8.25,-2.02,5.17,9.95,FALL!
-7.82,-1.66,5.31,9.60,FALL!
-7.31,-1.37,5.22,9.09,FALL!
-6.68,-1.76,5.51,8.83,FALL!
-6.85,-2.12,5.28,8.90,FALL!
-7.25,-2.35,5.05,9.14,FALL!
-7.27,-2.40,5.37,9.35,FALL!
-7.20,-2.16,6.00,9.61,FALL!
-7.45,-2.18,6.45,10.10,FALL!
-8.32,-2.44,6.08,10.59,FALL!
-8.42,-2.88,5.83,10.63,FALL!
-8.11,-2.86,5.83,10.39,FALL!
-8.22,-2.47,5.73,10.32,FALL!
-8.42,-1.88,5.57,10.27,FALL!
-7.79,-1.56,5.75,9.80,FALL!
-7.31,-1.40,6.02,9.57,FALL!
-7.49,-1.71,6.15,9.84,FALL!
-8.09,-2.41,5.76,10.22,FALL!
-8.51,-2.93,5.51,10.55,FALL!
-8.12,-2.88,5.89,10.44,FALL!
-7.44,-2.54,6.35,10.11,FALL!
-6.88,-2.34,6.11,9.49,FALL!
-6.45,-2.17,5.43,8.71,FALL!
-6.48,-1.68,5.24,8.50,FALL!
-7.32,-0.97,5.30,9.09,FALL!
-8.12,-0.57,5.42,9.78,FALL!
-7.93,-0.86,5.52,9.70,FALL!
-7.24,-1.42,5.77,9.36,FALL!
-6.87,-1.78,6.33,9.51,FALL!
-7.27,-1.75,6.78,10.10,FALL!
-8.11,-1.71,6.71,10.67,FALL!
-7.45,-2.20,6.07,9.86,FALL!
-6.01,-2.54,5.89,8.79,FALL!
-5.94,-1.87,6.04,8.67,FALL!
